t;K;theta_a;theta_o;theta_h;ll
5622;0.4096;19.6;39.2;47.6;6
5623;0.4091;19.5;39.2;47.6;6
5624;0.4077;19.5;39.3;47.6;6
5625;0.4061;19.5;39.3;47.6;6
5626;0.4065;19.5;39.3;47.5;6
5627;0.4072;19.5;39.3;47.4;6
5628;0.4054;19.5;39.3;47.5;6
5629;0.4048;19.6;39.2;47.4;6
5630;0.4065;19.6;39.2;47.4;6
5631;0.4056;19.5;39.1;47.3;6
5632;0.4071;19.4;39.1;47.3;6
5633;0.4052;19.4;39.1;47.3;6
5634;0.4036;19.4;39.1;47.2;6
5635;0.4024;19.4;39.2;47.2;6
5636;0.4039;19.4;39.2;47.2;6
5637;0.4019;19.4;39.2;47.1;6
5638;0.4004;19.4;39.1;47.1;6
5639;0.4001;19.4;39.1;47.0;6
5640;0.3998;19.4;39.0;47.0;6
5641;0.3994;19.4;39.0;47.0;6
5642;0.4;19.4;39.0;46.9;6
5643;0.4006;19.4;39.0;46.9;6
5644;0.4018;19.4;39.1;46.9;6
5645;0.4;19.4;39.1;46.9;6
5646;0.3986;19.3;39.0;46.8;6
5647;0.3974;19.3;38.9;46.8;6
5648;0.3971;19.3;38.9;46.7;6
5649;0.3973;19.3;38.9;46.7;6
5650;0.3955;19.3;38.9;46.7;6
5651;0.3939;19.3;38.9;46.6;6
5652;0.3949;19.3;38.9;46.6;6
5653;0.3925;19.3;38.8;46.5;6
5654;0.3928;19.3;38.8;46.5;6
5655;0.3939;19.2;38.7;46.5;6
5656;0.3912;19.1;38.8;46.5;6
5657;0.3911;19.2;38.8;46.4;6
5658;0.3906;19.2;38.8;46.3;6
5659;0.3922;19.2;38.8;46.4;6
5660;0.3916;19.2;38.8;46.3;6
5661;0.3898;19.2;38.7;46.3;6
5662;0.3891;19.2;38.7;46.3;6
5663;0.3875;19.2;38.7;46.3;6
5664;0.3875;19.2;38.7;46.1;6
5665;0.3852;19.2;38.7;46.1;6
5666;0.3867;19.1;38.7;46.1;6
5667;0.3859;19.2;38.7;46.1;6
5668;0.3856;19.2;38.5;46.0;6
5669;0.3852;19.2;38.5;46.0;6
5670;0.3853;19.1;38.6;46.0;6
5671;0.3861;19.1;38.5;45.9;6
5672;0.3851;19.1;38.4;45.9;6
5673;0.3826;19.2;38.4;45.8;6
5674;0.385;19.1;38.4;45.8;6
5675;0.3847;19.0;38.4;45.8;6
5676;0.3848;19.0;38.4;45.8;6
5677;0.3827;19.0;38.4;45.7;6
5678;0.3821;19.0;38.4;45.7;6
5679;0.3819;19.0;38.4;45.7;6
5680;0.3823;19.0;38.3;45.6;6
5681;0.3825;19.1;38.2;45.6;6
5682;0.3826;19.0;38.3;45.6;6
5683;0.3838;19.0;38.3;45.6;6
5684;0.3822;19.0;38.3;45.6;6
5685;0.3796;18.9;38.3;45.6;6
5686;0.3819;18.9;38.2;45.5;6
5687;0.3806;18.9;38.2;45.5;6
5688;0.3804;18.9;38.2;45.5;6
5689;0.3803;18.9;38.2;45.4;6
5690;0.3779;18.9;38.2;45.4;6
5691;0.3781;18.9;38.2;45.4;6
5692;0.3778;18.8;38.2;45.3;6
5693;0.3779;18.8;38.1;45.3;6
5694;0.3764;18.8;38.1;45.2;6
5695;0.3767;18.8;38.0;45.2;6
5696;0.3757;18.8;38.0;44.9;6
5697;0.3753;18.8;38.0;44.9;6
5698;0.3748;18.7;38.0;44.9;6
5699;0.3734;18.7;37.9;45.0;6
5700;0.3748;18.7;37.9;44.9;6
5701;0.3734;18.7;37.9;44.8;6
5702;0.3738;18.7;37.9;44.8;6
5703;0.3722;18.7;37.9;44.7;6
5704;0.3726;18.7;37.9;44.7;6
5705;0.3731;18.7;37.8;44.6;6
5706;0.3726;18.6;37.8;44.7;6
5707;0.3693;18.6;37.8;44.6;6
5708;0.3696;18.6;37.8;44.6;6
5709;0.3706;18.6;37.8;44.6;6
5710;0.3705;18.6;37.7;44.6;6
5711;0.3713;18.6;37.7;44.6;6
5712;0.371;18.6;37.7;44.5;6
5713;0.3704;18.6;37.7;44.5;6
5714;0.3719;18.6;37.7;44.4;6
5715;0.3714;18.5;37.7;44.4;6
5716;0.3721;18.5;37.7;44.4;6
5717;0.3693;18.5;37.6;44.4;6
5718;0.3716;18.5;37.6;44.3;6
5719;0.3689;18.5;37.6;44.3;6
5720;0.3656;18.4;37.5;44.3;6
5721;0.3686;18.4;37.5;44.3;6
5722;0.3679;18.3;37.4;44.2;6
5723;0.3661;18.3;37.4;44.2;6
5724;0.3644;18.3;37.4;44.2;6
5725;0.366;18.2;37.4;44.1;6
5726;0.3683;18.2;37.4;44.1;6
5727;0.3658;18.2;37.3;44.1;6
5728;0.3675;18.2;37.4;44.1;6
5729;0.3653;18.2;37.3;44.1;6
5730;0.3661;18.2;37.3;44.1;6
5731;0.3659;18.2;37.3;44.0;6
5732;0.3667;18.2;37.2;44.0;6
5733;0.3661;18.2;37.2;44.0;6
5734;0.3679;18.2;37.2;43.9;6
5735;0.3673;18.2;37.2;44.0;6
5736;0.3643;18.2;37.2;43.9;6
5737;0.3628;18.1;37.2;43.9;6
5738;0.3627;18.1;37.1;43.9;6
5739;0.363;18.1;37.1;43.8;6
5740;0.3623;18.2;37.1;43.8;6
5741;0.3625;18.1;37.1;43.8;6
5742;0.3627;18.1;37.1;43.8;6
5743;0.3619;18.1;37.1;43.8;6
5744;0.3597;18.1;37.1;43.7;6
5745;0.3606;18.1;37.1;43.7;6
5746;0.3627;18.1;36.9;43.7;6
5747;0.3604;18.0;36.9;43.6;6
5748;0.3619;18.0;36.9;43.7;6
5749;0.3619;18.0;37.0;43.7;6
5750;0.3624;18.0;37.0;43.6;6
5751;0.361;18.0;37.0;43.6;6
5752;0.3611;17.9;37.0;43.6;6
5753;0.3605;17.8;36.8;43.5;6
5754;0.3601;17.8;36.8;43.5;6
5755;0.3585;17.8;36.9;43.5;6
5756;0.3582;17.8;36.9;43.4;6
5757;0.3582;17.8;36.8;43.4;6
5758;0.3577;17.7;36.8;43.4;6
5759;0.357;17.7;36.7;43.4;6
5760;0.3592;17.7;36.7;43.3;6
5761;0.3603;17.7;36.7;43.3;6
5762;0.3598;17.7;36.7;43.3;6
5763;0.3571;17.8;36.8;43.2;6
5764;0.3584;17.8;36.8;43.2;6
5765;0.3581;17.8;36.7;43.2;6
5766;0.3605;17.8;36.7;43.2;6
5767;0.3588;17.8;36.6;43.2;6
5768;0.3601;17.7;36.6;43.2;6
5769;0.36;17.7;36.6;43.1;6
5770;0.36;17.7;36.6;43.1;6
5771;0.3598;17.7;36.6;43.0;6
5772;0.357;17.7;36.6;43.1;6
5773;0.3577;17.7;36.6;43.0;6
5774;0.3555;17.7;36.6;43.0;6
5775;0.3542;17.7;36.6;43.0;6
5776;0.353;17.7;36.5;43.0;6
5777;0.3523;17.7;36.4;42.6;6
5778;0.3542;17.7;36.4;42.9;6
5779;0.3562;17.7;36.5;42.8;6
5780;0.3547;17.7;36.4;42.9;6
5781;0.3561;17.7;36.5;42.8;6
5782;0.356;17.7;36.5;42.8;6
5783;0.3548;17.8;36.5;42.8;6
5784;0.353;17.7;36.5;42.5;6
5785;0.3535;17.6;36.3;42.5;6
5786;0.3534;17.6;36.3;42.5;6
5787;0.3547;17.6;36.3;42.4;6
5788;0.3524;17.6;36.4;42.4;6
5789;0.3546;17.6;36.4;42.4;6
5790;0.3526;17.6;36.4;42.4;6
5791;0.3528;17.6;36.3;42.3;6
5792;0.3525;17.6;36.2;42.3;6
5793;0.352;17.6;36.2;42.3;6
5794;0.3528;17.6;36.2;42.3;6
5795;0.3528;17.6;36.2;42.3;6
5796;0.3523;17.5;36.3;42.2;6
5797;0.353;17.6;36.3;42.2;6
5798;0.3524;17.6;36.3;42.2;6
5799;0.3533;17.5;36.3;42.2;6
5800;0.3521;17.5;36.2;42.2;6
5801;0.3498;17.5;36.1;42.1;6
5802;0.351;17.5;36.1;42.1;6
5803;0.3516;17.5;36.1;42.1;6
5804;0.3512;17.4;36.1;42.1;6
5805;0.3511;17.4;36.1;42.0;6
5806;0.3507;17.5;36.1;42.0;6
5807;0.3485;17.5;36.0;42.0;6
5808;0.348;17.5;36.0;41.9;6
5809;0.349;17.5;36.0;41.9;6
5810;0.3507;17.5;36.0;41.9;6
5811;0.3504;17.5;36.0;41.9;6
5812;0.3494;17.5;36.0;41.9;6
5813;0.3493;17.4;36.0;41.8;6
5814;0.3492;17.4;35.9;41.8;6
5815;0.3497;17.3;35.9;41.8;6
5816;0.3497;17.3;35.9;41.8;6
5817;0.3509;17.3;35.9;41.8;6
5818;0.3483;17.3;35.8;41.7;6
5819;0.3477;17.3;35.9;41.7;6
5820;0.347;17.3;35.9;41.7;6
5821;0.3478;17.3;35.8;41.6;6
5822;0.3472;17.3;35.9;41.6;6
5823;0.345;17.3;35.8;41.6;6
5824;0.3468;17.3;35.7;41.6;6
5825;0.3466;17.3;35.7;41.6;6
5826;0.3489;17.3;35.7;41.5;6
5827;0.3484;17.3;35.7;41.6;6
5828;0.3481;17.3;35.8;41.5;6
5829;0.3465;17.2;35.7;41.5;6
5830;0.3477;17.2;35.8;41.4;6
5831;0.3477;17.2;35.6;41.4;6
5832;0.3485;17.3;35.6;41.4;6
5833;0.3478;17.2;35.6;41.4;6
5834;0.3499;17.2;35.6;41.4;6
5835;0.3479;17.3;35.6;41.4;6
5836;0.3484;17.3;35.6;41.4;6
5837;0.3475;17.3;35.6;41.4;6
5838;0.3492;17.3;35.6;41.4;6
5839;0.3502;17.3;35.6;41.4;6
5840;0.3509;17.3;35.5;41.4;6
5841;0.351;17.3;35.6;41.4;6
5842;0.3509;17.4;35.5;41.4;6
5843;0.3497;17.4;35.5;41.4;6
5844;0.3513;17.4;35.5;41.3;6
5845;0.3495;17.3;35.5;41.3;6
5846;0.3497;17.3;35.5;41.3;6
5847;0.3504;17.3;35.5;41.4;6
5848;0.3502;17.3;35.5;41.3;6
5849;0.3503;17.3;35.5;41.3;6
5850;0.351;17.3;35.5;41.4;6
5851;0.3495;17.3;35.5;41.3;6
5852;0.3488;17.2;35.4;41.3;6
5853;0.3497;17.2;35.4;41.3;6
5854;0.351;17.2;35.4;41.2;6
5855;0.3484;17.2;35.4;41.3;6
5856;0.3465;17.2;35.4;41.2;6
5857;0.3497;17.2;35.4;41.2;6
5858;0.3467;17.2;35.4;41.2;6
5859;0.3496;17.2;35.4;41.2;6
5860;0.3473;17.2;35.4;41.1;6
5861;0.3491;17.2;35.4;41.1;6
5862;0.3478;17.2;35.4;41.1;6
5863;0.3474;17.2;35.3;41.1;6
5864;0.3454;17.2;35.3;41.1;6
5865;0.3487;17.2;35.2;41.1;6
5866;0.3472;17.1;35.2;41.0;6
5867;0.3476;17.1;35.3;41.0;6
5868;0.3464;17.1;35.3;40.9;6
5869;0.3475;17.2;35.3;40.9;6
5870;0.3453;17.1;35.2;40.9;6
5871;0.3465;17.2;35.2;40.9;6
5872;0.3464;17.2;35.2;40.9;6
5873;0.3465;17.2;35.2;40.9;6
5874;0.3441;17.2;35.1;40.8;6
5875;0.3453;17.2;35.2;40.8;6
5876;0.3448;17.2;35.2;40.8;6
5877;0.3446;17.2;35.1;40.8;6
5878;0.344;17.2;35.1;40.8;6
5879;0.3453;17.2;35.0;40.7;6
5880;0.345;17.2;35.0;40.7;6
5881;0.3473;17.1;35.0;40.7;6
5882;0.3466;17.1;35.1;40.7;6
5883;0.3446;17.1;35.1;40.7;6
5884;0.3463;17.2;35.0;40.7;6
5885;0.346;17.1;34.9;40.6;6
5886;0.3449;17.1;34.9;40.6;6
5887;0.3455;17.1;34.8;40.6;6
5888;0.3429;17.1;34.9;40.7;6
5889;0.3436;17.1;34.9;40.6;6
5890;0.3452;17.1;34.9;40.5;6
5891;0.3469;17.1;34.9;40.6;6
5892;0.3453;17.1;35.0;40.6;6
5893;0.3463;17.1;35.0;40.5;6
5894;0.3475;17.0;34.9;40.5;6
5895;0.3468;17.1;34.9;40.6;6
5896;0.349;17.1;34.9;40.5;6
5897;0.3454;17.1;34.9;40.5;6
5898;0.3461;17.1;34.8;40.5;6
5899;0.3457;17.1;34.8;40.5;6
5900;0.3455;17.1;34.8;40.5;6
5901;0.345;17.1;34.8;40.5;6
5902;0.3449;17.0;34.8;40.5;6
5903;0.3461;17.0;34.8;40.4;6
5904;0.3467;17.1;34.8;40.5;6
5905;0.3469;17.1;34.9;40.4;6
5906;0.3458;17.1;34.8;40.4;6
5907;0.3458;17.1;34.8;40.4;6
5908;0.3463;17.1;34.8;40.4;6
5909;0.3497;17.2;34.7;40.4;6
5910;0.3463;17.2;34.8;40.4;6
5911;0.3466;17.1;34.7;40.4;6
5912;0.346;17.1;34.8;40.4;6
5913;0.3478;17.2;34.8;40.4;6
5914;0.348;17.2;34.8;40.4;6
5915;0.3469;17.2;34.8;40.4;6
5916;0.3468;17.2;34.8;40.4;6
5917;0.3485;17.2;34.8;40.4;6
5918;0.3471;17.2;34.8;40.4;6
5919;0.3485;17.2;34.8;40.3;6
5920;0.3482;17.2;34.8;40.3;6
5921;0.3471;17.2;34.8;40.4;6
5922;0.3474;17.2;34.8;40.3;6
5923;0.3459;17.1;34.8;40.3;6
5924;0.3457;17.2;34.7;40.3;6
5925;0.3448;17.1;34.6;40.3;6
5926;0.3469;17.1;34.6;40.3;6
5927;0.3447;17.1;34.7;40.1;6
5928;0.3447;17.1;34.7;40.2;6
5929;0.346;17.0;34.7;40.2;6
5930;0.3444;17.1;34.7;40.2;6
5931;0.3455;17.1;34.7;40.2;6
5932;0.346;17.0;34.6;40.2;6
5933;0.3441;17.0;34.6;40.2;6
5934;0.3448;17.0;34.5;40.2;6
5935;0.3444;17.0;34.6;39.9;6
5936;0.346;17.0;34.6;40.2;6
5937;0.3455;17.0;34.5;40.1;6
5938;0.3455;17.0;34.5;39.9;6
5939;0.3457;16.9;34.5;40.1;6
5940;0.3462;16.9;34.5;40.1;6
5941;0.3443;16.9;34.5;40.1;6
5942;0.3445;16.9;34.6;40.0;6
5943;0.3454;16.9;34.6;39.8;6
5944;0.3456;16.9;34.5;40.0;6
5945;0.345;16.9;34.4;40.0;6
5946;0.3437;16.8;34.4;39.8;6
5947;0.344;16.8;34.4;39.8;6
5948;0.3444;16.9;34.4;39.8;6
5949;0.3436;16.8;34.4;39.7;6
5950;0.3435;16.8;34.4;40.0;6
5951;0.3435;16.8;34.4;39.7;6
5952;0.342;16.8;34.4;39.7;6
5953;0.3428;16.8;34.4;39.7;6
5954;0.3434;16.8;34.4;39.7;6
5955;0.3434;16.8;34.4;39.8;6
5956;0.3443;16.8;34.5;39.6;6
5957;0.3454;16.8;34.5;39.7;6
5958;0.348;16.9;34.5;39.6;6
5959;0.3481;16.8;34.4;39.7;6
5960;0.3477;16.8;34.4;39.7;6
5961;0.3493;16.8;34.3;39.7;6
5962;0.3506;16.8;34.3;39.7;6
5963;0.3469;16.8;34.3;39.7;6
5964;0.3476;16.7;34.3;39.7;6
5965;0.3477;16.7;34.3;39.7;6
5966;0.348;16.8;34.3;39.7;6
5967;0.3457;16.8;34.3;39.7;6
5968;0.3465;16.8;34.3;39.7;6
5969;0.3433;16.8;34.3;39.7;6
5970;0.3448;16.8;34.3;39.7;6
5971;0.3448;16.8;34.3;39.7;6
5972;0.3461;16.7;34.3;39.7;6
5973;0.3453;16.8;34.3;39.7;6
5974;0.3465;16.7;34.3;39.6;6
5975;0.3462;16.7;34.3;39.6;6
5976;0.3472;16.8;34.3;39.6;6
5977;0.3497;16.8;34.2;39.6;6
5978;0.349;16.7;34.2;39.6;6
5979;0.3466;16.7;34.2;39.6;6
5980;0.3471;16.7;34.2;39.7;6
5981;0.3506;16.7;34.2;39.6;6
5982;0.3485;16.7;34.2;39.7;6
5983;0.347;16.7;34.2;39.6;6
5984;0.3493;16.6;34.2;39.6;6
5985;0.3523;16.7;34.2;39.6;6
5986;0.3501;16.6;34.2;39.6;6
5987;0.35;16.7;34.2;39.7;6
5988;0.3487;16.7;34.2;39.6;6
5989;0.3493;16.7;34.1;39.6;6
5990;0.348;16.7;34.1;39.6;6
5991;0.3487;16.7;34.1;39.6;6
5992;0.348;16.7;34.1;39.8;6
5993;0.3492;16.7;34.1;39.6;6
5994;0.3486;16.7;34.1;39.6;6
5995;0.3481;16.7;34.1;39.6;6
5996;0.3474;16.7;34.0;39.6;6
5997;0.3487;16.7;34.1;39.6;6
5998;0.3457;16.7;34.1;39.6;6
5999;0.3456;16.7;34.1;39.6;6
6000;0.3456;16.7;34.1;39.6;6
6001;0.3483;16.7;34.1;39.5;6
6002;0.3475;16.7;34.1;39.6;6
6003;0.3476;16.6;34.0;39.5;6
6004;0.3476;16.6;34.0;39.5;6
6005;0.348;16.6;34.0;39.5;6
6006;0.3467;16.6;34.0;39.5;6
6007;0.3467;16.6;33.9;39.5;6
6008;0.3479;16.6;34.0;39.5;6
6009;0.3492;16.6;34.0;39.5;6
6010;0.349;16.5;33.9;39.5;6
6011;0.3491;16.5;33.9;39.5;6
6012;0.3484;16.4;33.9;39.6;6
6013;0.3493;16.4;33.8;39.5;6
6014;0.3476;16.4;33.8;39.5;6
6015;0.3511;16.4;33.8;39.5;6
6016;0.3504;16.4;33.8;39.5;6
6017;0.3534;16.4;33.8;39.5;6
6018;0.3522;16.5;33.8;39.5;6
6019;0.3538;16.5;33.8;39.6;6
6020;0.3519;16.5;33.7;39.6;6
6021;0.3539;16.4;33.7;39.6;6
6022;0.355;16.5;33.8;39.6;6
6023;0.3555;16.4;33.7;39.6;6
6024;0.3608;16.4;33.7;39.6;6
6025;0.36;16.5;33.7;39.6;6
6026;0.3624;16.5;33.7;39.7;6
6027;0.3615;16.4;33.7;39.7;6
6028;0.3612;16.4;33.7;39.7;6
6029;0.3613;16.4;33.7;39.7;6
6030;0.3616;16.4;33.7;39.8;6
6031;0.3609;16.4;33.7;39.7;6
6032;0.3616;16.4;33.7;39.8;6
6033;0.361;16.4;33.7;39.8;6
6034;0.3614;16.4;33.7;39.8;6
6035;0.362;16.4;33.6;39.9;6
6036;0.3607;16.3;33.6;39.8;6
6037;0.3623;16.4;33.6;39.8;6
6038;0.3648;16.4;33.6;39.8;6
6039;0.365;16.4;33.6;39.8;6
6040;0.3625;16.5;33.6;39.8;6
6041;0.3636;16.4;33.6;40.1;6
6042;0.3633;16.4;33.6;40.1;6
6043;0.3602;16.4;33.6;40.1;6
6044;0.3609;16.5;33.6;39.9;6
6045;0.3611;16.4;33.6;39.9;6
6046;0.3616;16.4;33.6;39.9;6
6047;0.3616;16.4;33.6;39.9;6
6048;0.3609;16.4;33.6;39.9;6
6049;0.3616;16.4;33.7;40.1;6
6050;0.3616;16.4;33.6;39.9;6
6051;0.3616;16.4;33.7;39.9;6
6052;0.3622;16.4;33.6;39.9;6
6053;0.3613;16.4;33.6;39.9;6
6054;0.3616;16.4;33.6;40.0;6
6055;0.3616;16.5;33.6;40.1;6
6056;0.3622;16.5;33.6;39.9;6
6057;0.363;16.5;33.6;40.1;6
6058;0.3607;16.5;33.6;39.9;6
6059;0.3612;16.4;33.6;40.1;6
6060;0.3613;16.4;33.6;39.8;6
6061;0.3619;16.4;33.6;39.9;6
6062;0.3639;16.4;33.5;39.9;6
6063;0.3644;16.4;33.5;40.1;6
6064;0.3645;16.4;33.5;40.1;6
6065;0.3645;16.3;33.6;39.9;6
6066;0.3636;16.4;33.4;40.1;6
6067;0.3654;16.4;33.5;39.9;6
6068;0.3666;16.4;33.5;40.1;6
6069;0.3639;16.4;33.5;40.1;6
6070;0.3651;16.4;33.5;40.1;6
6071;0.3647;16.4;33.5;39.9;6
6072;0.3647;16.3;33.5;39.9;6
6073;0.3643;16.4;33.5;40.2;6
6074;0.3664;16.4;33.5;40.2;6
6075;0.3678;16.4;33.5;40.3;6
6076;0.3684;16.4;33.5;40.3;6
6077;0.3693;16.4;33.5;40.3;6
6078;0.3721;16.3;33.6;40.4;6
6079;0.3749;16.4;33.5;40.4;6
6080;0.3742;16.4;33.5;40.4;6
6081;0.3759;16.4;33.5;40.4;6
6082;0.3802;16.4;33.5;40.5;6
6083;0.3796;16.4;33.6;40.5;6
6084;0.3813;16.4;33.6;40.5;6
6085;0.3814;16.4;33.6;40.6;6
6086;0.3803;16.4;33.5;40.6;6
6087;0.3808;16.4;33.5;40.7;6
6088;0.3815;16.4;33.5;40.7;6
6089;0.3823;16.4;33.6;40.7;6
6090;0.3837;16.4;33.6;40.8;6
6091;0.382;16.4;33.6;40.8;6
6092;0.3839;16.5;33.6;40.8;6
6093;0.3846;16.5;33.6;40.9;6
6094;0.3865;16.5;33.6;40.9;6
6095;0.3865;16.5;33.5;40.9;6
6096;0.3875;16.5;33.7;41.0;6
6097;0.3876;16.4;33.6;41.0;6
6098;0.3884;16.4;33.7;41.0;6
6099;0.3877;16.4;33.6;41.0;6
6100;0.3883;16.4;33.7;41.1;6
6101;0.3895;16.3;33.7;41.1;6
6102;0.3899;16.4;33.7;41.2;6
6103;0.3892;16.4;33.7;41.2;6
6104;0.3892;16.4;33.7;41.2;6
6105;0.3899;16.5;33.7;41.2;6
6106;0.3913;16.5;33.7;41.3;6
6107;0.392;16.5;33.7;41.3;6
6108;0.3932;16.6;33.7;41.3;6
6109;0.3945;16.5;33.7;41.3;6
6110;0.3956;16.5;33.7;41.4;6
6111;0.3965;16.5;33.6;41.4;6
6112;0.3994;16.5;33.7;41.4;6
6113;0.3983;16.6;33.7;41.5;6
6114;0.4001;16.5;33.7;41.6;6
6115;0.4;16.5;33.8;41.6;6
6116;0.4015;16.5;33.8;41.6;6
6117;0.4007;16.5;33.8;41.6;6
6118;0.403;16.5;33.8;41.6;6
6119;0.4032;16.5;33.8;41.7;6
6120;0.4033;16.5;33.8;41.7;6
6121;0.4061;16.5;33.8;41.8;6
6122;0.4071;16.5;33.8;41.8;6
6123;0.4108;16.6;33.8;41.8;6
6124;0.4096;16.6;33.8;41.8;6
6125;0.4103;16.6;33.8;41.9;6
6126;0.4137;16.6;33.8;41.8;6
6127;0.413;16.6;33.9;42.0;6
6128;0.4147;16.6;33.9;42.0;6
6129;0.4153;16.6;33.9;42.1;6
6130;0.4173;16.6;33.9;42.1;6
6131;0.417;16.6;33.9;42.2;6
6132;0.4168;16.6;33.9;42.2;6
6133;0.4158;16.6;33.9;42.2;6
6134;0.4189;16.6;33.9;42.3;6
6135;0.4212;16.6;33.9;42.4;6
6136;0.4239;16.6;34.0;42.4;6
6137;0.4252;16.6;34.0;42.7;6
6138;0.4283;16.6;34.0;42.8;6
6139;0.4278;16.6;34.1;42.9;6
6140;0.4277;16.7;34.0;42.9;6
6141;0.4304;16.7;34.0;43.0;6
6142;0.4283;16.7;34.0;43.1;6
6143;0.4276;16.7;34.0;43.1;6
6144;0.4283;16.8;34.0;43.1;6
6145;0.4298;16.7;34.0;43.2;6
6146;0.4286;16.7;34.1;43.2;6
6147;0.4294;16.7;34.1;43.3;6
6148;0.4297;16.8;34.2;43.3;6
6149;0.4337;16.7;34.2;43.3;6
6150;0.4331;16.8;34.2;43.4;6
6151;0.4342;16.8;34.2;43.4;6
6152;0.4367;16.8;34.2;43.4;6
6153;0.4355;16.8;34.2;43.4;6
6154;0.4384;16.8;34.2;43.5;6
6155;0.4383;16.8;34.2;43.6;6
6156;0.4418;16.7;34.3;43.6;6
6157;0.4405;16.7;34.3;43.7;6
6158;0.4409;16.7;34.3;43.7;6
6159;0.4428;16.8;34.3;43.8;6
6160;0.4419;16.8;34.3;43.8;6
6161;0.4411;16.8;34.3;43.9;6
6162;0.4443;16.9;34.4;43.9;6
6163;0.4431;16.9;34.4;44.0;6
6164;0.4431;16.9;34.4;44.0;6
6165;0.4412;16.9;34.4;44.1;6
6166;0.4433;16.9;34.4;44.1;6
6167;0.444;16.9;34.5;44.1;6
6168;0.443;16.8;34.5;44.1;6
6169;0.4452;16.9;34.6;44.2;6
6170;0.4455;16.9;34.5;44.2;6
6171;0.445;16.8;34.5;44.2;6
6172;0.4479;16.8;34.5;44.3;6
6173;0.4449;16.9;34.5;44.4;6
6174;0.4487;16.9;34.5;44.4;6
6175;0.4491;16.9;34.5;44.5;6
6176;0.4502;17.0;34.6;44.5;6
6177;0.4497;17.0;34.7;44.5;6
6178;0.452;17.0;34.7;44.6;6
6179;0.4535;17.0;34.7;44.6;6
6180;0.4551;17.0;34.7;44.7;6
6181;0.4559;17.0;34.6;44.8;6
6182;0.457;17.0;34.6;44.8;6
6183;0.4584;17.0;34.6;44.8;6
6184;0.4569;17.0;34.7;44.9;6
6185;0.4585;17.0;34.8;44.9;6
6186;0.4597;17.0;34.8;45.0;6
6187;0.4581;17.0;34.8;45.2;6
6188;0.4564;17.0;34.7;45.1;6
6189;0.4583;17.0;34.7;45.3;6
6190;0.4625;17.1;34.9;45.4;6
6191;0.4634;17.1;34.9;45.6;6
6192;0.4577;17.0;34.8;45.3;6
6193;0.4615;17.1;34.9;45.6;6
6194;0.4605;17.0;34.9;45.4;6
6195;0.4616;17.1;35.0;45.6;6
6196;0.4605;17.0;34.9;45.4;6
6197;0.4634;17.1;35.1;45.7;6
6198;0.4608;17.0;34.9;45.5;6
6199;0.463;17.1;35.1;45.8;6
6200;0.4641;17.1;35.0;45.8;6
6201;0.4652;17.1;35.0;45.8;6
6202;0.4666;17.1;35.1;45.9;6
6203;0.4642;17.1;35.1;46.0;6
6204;0.4647;17.1;35.2;46.0;6
6205;0.4616;17.1;35.2;46.0;6
6206;0.4628;17.1;35.1;46.1;6
6207;0.4629;17.1;35.1;46.2;6
6208;0.4688;17.1;35.1;46.2;6
6209;0.4675;17.1;35.3;46.3;6
6210;0.4696;17.1;35.3;46.3;6
6211;0.4689;17.1;35.2;46.3;6
6212;0.4682;17.1;35.3;46.4;6
6213;0.4651;17.1;35.2;46.4;6
6214;0.4653;17.1;35.2;46.4;6
6215;0.4676;17.1;35.3;46.4;6
6216;0.4709;17.2;35.3;46.5;6
6217;0.4707;17.2;35.4;46.5;6
6218;0.4732;17.2;35.3;46.6;6
6219;0.4728;17.2;35.4;46.6;6
6220;0.4727;17.2;35.5;46.6;6
6221;0.4753;17.2;35.5;46.7;6
6222;0.4761;17.3;35.5;46.7;6
6223;0.4757;17.3;35.5;46.8;6
6224;0.4757;17.4;35.6;46.8;6
6225;0.4742;17.3;35.6;46.9;6
6226;0.4744;17.3;35.6;46.9;6
6227;0.4792;17.3;35.6;47.0;6
6228;0.476;17.3;35.6;47.0;6
6229;0.4782;17.4;35.6;47.0;6
6230;0.4754;17.5;35.7;47.1;6
6231;0.4783;17.4;35.7;47.1;6
6232;0.4762;17.4;35.7;47.1;6
6233;0.4796;17.5;35.7;47.2;6
6234;0.479;17.5;35.7;47.2;6
6235;0.4802;17.5;35.7;47.2;6
6236;0.4792;17.4;35.7;47.3;6
6237;0.478;17.4;35.7;47.3;6
6238;0.4788;17.4;35.7;47.4;6
6239;0.4804;17.3;35.8;47.4;6
6240;0.4782;17.3;35.7;47.4;6
6241;0.4779;17.3;35.8;47.5;6
6242;0.4765;17.4;35.8;47.5;6
6243;0.4804;17.3;35.8;47.5;6
6244;0.4812;17.3;35.8;47.5;6
6245;0.485;17.3;35.9;47.5;6
6246;0.4791;17.3;35.9;47.5;6
6247;0.4795;17.4;35.8;47.6;6
6248;0.4785;17.4;35.8;47.5;6
6249;0.4809;17.4;35.9;47.6;6
6250;0.4793;17.4;35.9;47.6;6
6251;0.4804;17.4;35.9;47.6;6
6252;0.4789;17.4;35.9;47.6;6
6253;0.4816;17.5;35.9;47.7;6
6254;0.4782;17.4;35.9;47.7;6
6255;0.479;17.4;35.9;47.7;6
6256;0.4789;17.3;35.9;47.7;6
6257;0.4827;17.3;35.8;47.7;6
6258;0.4821;17.3;35.8;47.7;6
6259;0.4817;17.3;35.8;47.8;6
