t;K;theta_a;theta_o;theta_h;ll
4424;0.3582;23.2;39.3;44.1;1
4425;0.3571;23.2;39.4;44.1;1
4426;0.3572;23.2;39.4;44.2;1
4427;0.3579;23.2;39.4;44.1;1
4428;0.3575;23.2;39.4;44.2;1
4429;0.3575;23.2;39.4;44.2;1
4430;0.3602;23.3;39.4;44.2;1
4431;0.3591;23.3;39.4;44.2;1
4432;0.359;23.3;39.4;44.2;1
4433;0.3589;23.4;39.4;44.3;1
4434;0.3586;23.4;39.4;44.3;1
4435;0.3593;23.4;39.4;44.3;1
4436;0.3588;23.4;39.4;44.4;1
4437;0.3579;23.4;39.5;44.4;1
4438;0.3582;23.5;39.5;44.5;1
4439;0.3576;23.5;39.5;44.4;1
4440;0.3599;23.5;39.6;44.4;1
4441;0.3592;23.5;39.8;44.5;1
4442;0.3609;23.5;39.9;44.5;1
4443;0.3606;23.6;39.9;44.5;1
4444;0.3614;23.6;40.0;44.5;1
4445;0.3594;23.6;40.0;44.6;1
4446;0.3597;23.6;40.0;44.6;1
4447;0.3598;23.6;40.0;44.6;1
4448;0.3598;23.7;40.0;44.6;1
4449;0.361;23.7;40.0;44.6;1
4450;0.3609;23.7;40.0;44.6;1
4451;0.3612;23.7;39.9;44.6;1
4452;0.362;23.8;39.9;44.6;1
4453;0.3622;23.8;39.9;44.6;1
4454;0.3629;23.8;39.9;44.9;1
4455;0.3625;23.8;39.9;44.8;1
4456;0.3634;23.9;39.9;44.8;1
4457;0.3633;23.9;39.9;44.9;1
4458;0.3634;23.9;39.9;44.8;1
4459;0.3625;23.9;39.9;45.0;1
4460;0.3635;23.9;39.9;45.1;1
4461;0.3623;24.0;39.9;45.1;1
4462;0.3646;24.0;40.0;45.1;1
4463;0.3648;24.0;40.2;45.2;1
4464;0.3661;24.0;40.3;45.2;1
4465;0.3653;23.9;40.4;45.2;1
4466;0.3652;24.0;40.5;45.2;1
4467;0.3656;24.1;40.6;45.3;1
4468;0.364;24.1;40.7;45.3;1
4469;0.3658;24.1;40.6;45.3;1
4470;0.3672;24.1;40.6;45.3;1
4471;0.3655;24.1;40.6;45.4;1
4472;0.3652;24.2;40.7;45.4;1
4473;0.3655;24.2;40.8;45.4;1
4474;0.365;24.2;40.8;45.4;1
4475;0.3667;24.2;40.7;45.4;1
4476;0.3678;24.2;40.6;45.5;1
4477;0.3668;24.2;40.6;45.5;1
4478;0.3659;24.2;40.6;45.5;1
4479;0.3678;24.2;40.6;45.5;1
4480;0.3682;24.2;40.6;45.5;1
4481;0.3681;24.2;40.6;45.6;1
4482;0.3662;24.3;40.6;45.6;1
4483;0.367;24.3;40.6;45.6;1
4484;0.3671;24.3;40.5;45.6;1
4485;0.3675;24.3;40.5;45.7;1
4486;0.367;24.3;40.5;45.7;1
4487;0.3662;24.3;40.5;45.7;1
4488;0.3665;24.4;40.5;45.7;1
4489;0.3659;24.4;40.5;45.7;1
4490;0.3676;24.4;40.5;45.8;1
4491;0.3685;24.3;40.4;45.8;1
4492;0.3674;24.4;40.4;45.8;1
4493;0.3689;24.4;40.4;45.7;1
4494;0.3685;24.5;40.4;45.8;1
4495;0.368;24.4;40.4;45.8;1
4496;0.368;24.4;40.4;45.9;1
4497;0.369;24.4;40.5;45.9;1
4498;0.3666;24.4;40.5;45.9;1
4499;0.3674;24.4;40.4;45.9;1
4500;0.3689;24.4;40.4;45.9;1
4501;0.3695;24.4;40.4;46.0;1
4502;0.3705;24.4;40.4;46.0;1
4503;0.372;24.4;40.4;46.0;1
4504;0.3725;24.4;40.4;46.1;1
4505;0.3736;24.4;40.4;46.1;1
4506;0.3726;24.4;40.4;46.1;1
4507;0.3737;24.4;40.4;46.2;1
4508;0.373;24.4;40.4;46.2;1
4509;0.3731;24.3;40.4;46.2;1
4510;0.3724;24.3;40.4;46.3;1
4511;0.3714;24.3;40.4;46.3;1
4512;0.3717;24.3;40.4;46.4;1
4513;0.369;24.2;40.3;46.3;1
4514;0.3665;24.3;40.4;46.4;1
4515;0.3653;24.2;40.4;46.4;1
4516;0.3634;24.2;40.4;46.3;1
4517;0.3637;24.2;40.4;46.3;1
4518;0.3618;24.2;40.4;46.3;1
4519;0.3618;24.2;40.4;46.2;1
4520;0.3646;24.2;40.4;46.3;1
4521;0.3629;24.2;40.4;46.3;1
4522;0.3647;24.2;40.4;46.3;1
4523;0.3639;24.2;40.3;46.3;1
4524;0.3639;24.1;40.2;46.3;1
4525;0.3632;24.0;40.3;46.2;1
4526;0.3637;23.9;40.3;46.2;1
4527;0.3636;24.0;40.3;46.3;1
4528;0.3641;24.0;40.3;46.3;1
4529;0.3634;24.0;40.3;46.3;1
4530;0.3642;23.9;40.3;46.3;1
4531;0.3639;23.8;40.3;46.2;1
4532;0.3632;23.9;40.3;46.3;1
4533;0.364;23.8;40.3;46.3;1
4534;0.3649;23.8;40.3;46.3;1
4535;0.3652;23.7;40.2;46.3;1
4536;0.3632;23.7;40.3;46.3;1
4537;0.3634;23.7;40.2;46.3;1
4538;0.3636;23.8;40.2;46.4;1
4539;0.3635;23.8;40.3;46.3;1
4540;0.3625;23.7;40.3;46.3;1
4541;0.3624;23.7;40.3;46.3;1
4542;0.3622;23.7;40.3;46.4;1
4543;0.3632;23.7;40.3;46.4;1
4544;0.3621;23.6;40.1;46.4;1
4545;0.3623;23.6;40.1;46.3;1
4546;0.3626;23.6;40.1;46.4;1
4547;0.3614;23.5;40.1;46.3;1
4548;0.362;23.5;40.1;46.4;1
4549;0.3625;23.5;40.2;46.3;1
4550;0.3621;23.5;40.2;46.4;1
4551;0.3617;23.5;40.2;46.4;1
4552;0.3629;23.5;40.2;46.4;1
4553;0.3603;23.5;40.1;46.3;1
4554;0.3607;23.4;40.1;46.4;1
4555;0.3618;23.4;40.0;46.3;1
4556;0.36;23.4;40.0;46.3;1
4557;0.3598;23.2;40.0;46.3;1
4558;0.3596;23.2;40.0;46.4;1
4559;0.3597;23.2;40.0;46.3;1
4560;0.36;23.3;40.0;46.3;1
4561;0.3604;23.2;40.0;46.3;1
4562;0.3623;23.2;40.0;46.3;1
4563;0.361;23.2;40.0;46.3;1
4564;0.3615;23.1;40.0;46.3;1
4565;0.3607;23.2;39.9;46.3;1
4566;0.3613;23.2;39.9;46.3;1
4567;0.3609;23.1;39.9;46.3;1
4568;0.361;23.1;39.9;46.2;1
4569;0.3582;23.0;39.9;46.2;1
4570;0.3608;23.2;39.8;46.2;1
4571;0.3604;23.0;39.9;46.2;1
4572;0.3596;23.1;39.8;46.1;1
4573;0.3607;23.0;40.0;46.2;1
4574;0.3582;23.1;39.8;46.1;1
4575;0.3589;23.1;39.8;46.2;1
4576;0.3571;23.1;39.8;46.1;1
4577;0.3562;23.2;39.8;46.1;1
4578;0.3549;23.2;39.8;46.1;1
4579;0.3546;23.1;39.8;46.0;1
4580;0.3541;23.1;39.7;46.1;1
4581;0.3517;23.1;39.7;46.0;1
4582;0.3511;23.1;39.7;46.0;1
4583;0.3505;23.1;39.7;46.0;1
4584;0.3492;23.1;39.7;45.9;1
4585;0.3504;23.1;39.8;45.9;1
4586;0.3502;23.2;39.8;45.9;1
4587;0.349;23.2;39.8;45.9;1
4588;0.3488;23.2;39.8;45.9;1
4589;0.3486;23.2;39.8;45.8;1
4590;0.3486;23.1;39.7;45.8;1
4591;0.3474;23.2;39.7;45.8;1
4592;0.3482;23.1;39.6;45.8;1
4593;0.3472;23.1;39.6;45.8;1
4594;0.3479;23.1;39.6;45.8;1
4595;0.35;23.1;39.6;45.8;1
4596;0.3474;23.1;39.7;45.7;1
4597;0.3495;23.2;39.6;45.8;1
4598;0.3491;23.1;39.6;45.8;1
4599;0.3519;23.1;39.7;45.8;1
4600;0.3529;23.1;39.7;45.7;1
4601;0.3528;23.1;39.7;45.8;1
4602;0.3521;23.2;39.7;45.7;1
4603;0.3525;23.1;39.7;45.8;1
4604;0.3515;23.1;39.7;45.8;1
4605;0.3539;23.2;39.7;45.7;1
4606;0.3543;23.1;39.8;45.8;1
4607;0.3536;23.1;39.8;45.8;1
4608;0.3531;23.1;39.8;45.8;1
4609;0.3516;23.1;39.8;45.8;1
4610;0.3526;23.2;39.8;45.7;1
4611;0.35;23.2;39.7;45.8;1
4612;0.3487;23.2;39.8;45.8;1
4613;0.3515;23.1;39.8;45.8;1
4614;0.3503;23.1;39.7;45.8;1
4615;0.3506;23.0;39.8;45.8;1
4616;0.3494;23.0;39.7;45.7;1
4617;0.3506;23.0;39.7;45.7;1
4618;0.3468;23.0;39.6;45.7;1
4619;0.348;23.1;39.7;45.7;1
4620;0.3478;22.9;39.6;45.7;1
4621;0.3487;22.9;39.6;45.7;1
4622;0.3483;22.9;39.6;45.6;1
4623;0.3503;22.9;39.6;45.6;1
4624;0.3495;22.9;39.6;45.7;1
4625;0.3519;22.9;39.6;45.6;1
4626;0.3494;22.9;39.6;45.6;1
4627;0.3476;22.9;39.7;45.6;1
4628;0.3445;22.9;39.6;45.6;1
4629;0.3447;22.9;39.6;45.6;1
4630;0.3437;22.7;39.5;45.5;1
4631;0.346;22.7;39.5;45.5;1
4632;0.3468;22.7;39.5;45.5;1
4633;0.3449;22.7;39.5;45.5;1
4634;0.346;22.7;39.5;45.5;1
4635;0.3437;22.6;39.5;45.5;1
4636;0.3447;22.5;39.4;45.4;1
4637;0.345;22.5;39.4;45.4;1
4638;0.3441;22.4;39.4;45.5;1
4639;0.343;22.4;39.4;45.4;1
4640;0.3415;22.3;39.4;45.3;1
4641;0.3427;22.3;39.4;45.3;1
4642;0.3411;22.3;39.4;45.3;1
4643;0.3416;22.2;39.4;45.3;1
4644;0.3412;22.1;39.4;45.3;1
4645;0.3435;22.2;39.4;45.3;1
4646;0.3445;22.1;39.4;45.3;1
4647;0.3431;22.1;39.3;45.2;1
4648;0.3433;22.1;39.3;45.3;1
4649;0.343;22.0;39.3;45.2;1
4650;0.3431;22.0;39.3;45.2;1
4651;0.3419;21.9;39.3;45.2;1
4652;0.3412;21.9;39.3;45.2;1
4653;0.3428;21.8;39.3;45.2;1
4654;0.3437;21.8;39.2;45.2;1
4655;0.3428;21.8;39.2;45.2;1
4656;0.3427;21.8;39.2;45.2;1
4657;0.3436;21.8;39.2;45.1;1
4658;0.3421;21.7;39.2;45.1;1
4659;0.3417;21.7;39.2;45.2;1
4660;0.3419;21.7;39.2;45.1;1
4661;0.3401;21.6;39.2;45.1;1
4662;0.3391;21.6;39.1;45.0;1
4663;0.341;21.5;39.1;45.1;1
4664;0.34;21.5;39.1;45.0;1
4665;0.3394;21.5;39.1;45.0;1
4666;0.3383;21.4;39.1;44.8;1
4667;0.339;21.4;39.0;45.0;1
4668;0.3371;21.4;39.0;45.0;1
4669;0.3388;21.3;39.0;44.8;1
4670;0.3389;21.2;39.0;45.0;1
4671;0.3401;21.2;39.0;44.8;1
4672;0.3383;21.2;39.0;45.0;1
4673;0.3395;21.1;39.0;44.8;1
4674;0.3392;21.1;38.9;44.9;1
4675;0.3401;21.1;38.9;44.9;1
4676;0.3387;21.1;38.8;44.8;1
4677;0.3382;21.1;38.8;44.7;1
4678;0.3382;21.1;38.8;44.7;1
4679;0.3387;21.0;38.8;44.7;1
4680;0.3376;20.9;38.8;44.7;1
4681;0.3382;20.9;38.9;44.6;1
4682;0.3375;20.9;38.9;44.8;1
4683;0.3395;20.9;38.8;44.7;1
4684;0.3398;20.8;38.7;44.8;1
4685;0.3394;20.9;38.7;44.7;1
4686;0.3376;20.9;38.7;44.6;1
4687;0.3381;20.7;38.7;44.6;1
4688;0.3373;20.7;38.7;44.6;1
4689;0.3383;20.7;38.7;44.6;1
4690;0.3383;20.7;38.6;44.6;1
4691;0.3369;20.6;38.6;44.6;1
4692;0.3371;20.6;38.6;44.6;1
4693;0.3367;20.6;38.5;44.6;1
4694;0.339;20.6;38.5;44.5;1
4695;0.3375;20.7;38.5;44.5;1
4696;0.3395;20.6;38.6;44.6;1
4697;0.3377;20.6;38.6;44.6;1
4698;0.3379;20.6;38.6;44.5;1
4699;0.3382;20.6;38.6;44.5;1
4700;0.3403;20.5;38.5;44.5;1
4701;0.3412;20.5;38.4;44.5;1
4702;0.3413;20.6;38.4;44.5;1
4703;0.3398;20.6;38.4;44.5;1
4704;0.3404;20.7;38.4;44.5;1
4705;0.3406;20.7;38.4;44.4;1
4706;0.3409;20.6;38.4;44.5;1
4707;0.341;20.6;38.4;44.4;1
4708;0.3421;20.6;38.5;44.4;1
4709;0.3411;20.6;38.5;44.4;1
4710;0.3423;20.6;38.4;44.4;1
4711;0.3438;20.6;38.3;44.4;1
4712;0.3429;20.6;38.3;44.4;1
4713;0.3418;20.6;38.3;44.6;1
4714;0.3425;20.7;38.4;44.4;1
4715;0.3422;20.6;38.4;44.4;1
4716;0.3423;20.7;38.3;44.4;1
4717;0.3418;20.6;38.4;44.4;1
4718;0.3424;20.6;38.3;44.4;1
4719;0.3426;20.6;38.4;44.4;1
4720;0.3413;20.6;38.4;44.4;1
4721;0.3423;20.7;38.3;44.4;1
4722;0.3416;20.6;38.3;44.4;1
4723;0.3412;20.6;38.3;44.4;1
4724;0.3423;20.7;38.3;44.3;1
4725;0.341;20.7;38.3;44.3;1
4726;0.3423;20.7;38.3;44.3;1
4727;0.3408;20.6;38.4;44.3;1
4728;0.3419;20.6;38.3;44.3;1
4729;0.341;20.7;38.3;44.3;1
4730;0.341;20.7;38.2;44.3;1
4731;0.3421;20.6;38.2;44.3;1
4732;0.3405;20.6;38.1;44.2;1
4733;0.3392;20.6;38.2;44.2;1
4734;0.3384;20.5;38.2;44.2;1
4735;0.3382;20.5;38.2;44.2;1
4736;0.3358;20.5;38.2;44.2;1
4737;0.3369;20.5;38.2;44.2;1
4738;0.3353;20.4;38.2;44.1;1
4739;0.3351;20.4;38.1;44.1;1
4740;0.3337;20.4;38.1;44.1;1
4741;0.3358;20.4;38.1;44.1;1
4742;0.3358;20.4;38.2;44.0;1
4743;0.3386;20.4;38.2;44.1;1
4744;0.3375;20.4;38.1;44.0;1
4745;0.3394;20.4;38.1;44.0;1
4746;0.3387;20.4;38.1;44.1;1
4747;0.338;20.4;38.1;43.9;1
4748;0.3361;20.5;38.1;43.9;1
4749;0.3335;20.4;38.1;43.9;1
4750;0.3319;20.3;38.1;43.9;1
4751;0.3339;20.4;38.1;43.9;1
4752;0.3348;20.4;38.0;43.9;1
4753;0.3356;20.4;38.0;43.9;1
4754;0.3336;20.3;38.0;43.8;1
4755;0.3338;20.4;38.0;43.8;1
4756;0.3349;20.4;37.9;43.8;1
4757;0.3346;20.4;38.0;43.8;1
4758;0.3327;20.4;38.0;43.7;1
4759;0.3337;20.4;37.9;43.7;1
4760;0.3323;20.4;38.0;43.7;1
4761;0.3311;20.4;38.0;43.7;1
4762;0.3315;20.4;38.0;43.7;1
4763;0.3316;20.4;38.0;43.7;1
4764;0.3298;20.4;38.0;43.7;1
4765;0.3305;20.3;38.0;43.6;1
4766;0.328;20.4;38.0;43.5;1
4767;0.3299;20.3;38.0;43.5;1
4768;0.3301;20.3;38.0;43.5;1
4769;0.3285;20.3;38.0;43.5;1
4770;0.3286;20.3;37.9;43.4;1
4771;0.3279;20.3;37.9;43.4;1
4772;0.3263;20.3;37.8;43.4;1
4773;0.3271;20.2;37.8;43.4;1
4774;0.3286;20.2;37.8;43.4;1
4775;0.3307;20.2;37.8;43.4;1
4776;0.33;20.1;37.8;43.4;1
4777;0.3313;20.1;37.8;43.3;1
4778;0.329;20.1;37.8;43.3;1
4779;0.3308;20.1;37.8;43.3;1
4780;0.3299;20.2;37.8;43.3;1
4781;0.3293;20.2;37.8;43.2;1
4782;0.3313;20.2;37.8;43.3;1
4783;0.3305;20.2;37.7;43.3;1
4784;0.3303;20.2;37.7;43.3;1
4785;0.33;20.2;37.7;43.2;1
4786;0.3301;20.1;37.7;43.3;1
4787;0.3291;20.1;37.7;43.2;1
4788;0.3274;20.2;37.7;43.2;1
4789;0.3272;20.1;37.7;43.2;1
4790;0.3271;20.2;37.7;43.1;1
4791;0.327;20.2;37.7;43.1;1
4792;0.3258;20.2;37.7;43.1;1
4793;0.3273;20.1;37.7;43.0;1
4794;0.3257;20.1;37.7;43.0;1
4795;0.3263;20.1;37.7;43.0;1
4796;0.325;20.1;37.7;43.0;1
4797;0.3253;20.1;37.6;43.0;1
4798;0.3247;20.2;37.6;43.0;1
4799;0.3237;20.1;37.6;43.0;1
4800;0.3235;20.1;37.6;42.9;1
4801;0.3225;20.2;37.6;42.8;1
4802;0.3219;20.2;37.5;42.9;1
4803;0.3204;20.2;37.5;42.9;1
4804;0.3215;20.1;37.5;42.8;1
4805;0.3202;20.2;37.4;42.8;1
4806;0.3219;20.2;37.5;42.8;1
4807;0.3202;20.2;37.5;42.8;1
4808;0.3197;20.0;37.5;42.5;1
4809;0.3194;20.1;37.5;42.5;1
4810;0.3198;20.1;37.5;42.5;1
4811;0.3198;20.1;37.5;42.4;1
4812;0.319;20.1;37.4;42.4;1
4813;0.3189;20.1;37.4;42.3;1
4814;0.3182;20.1;37.4;42.4;1
4815;0.3178;20.1;37.3;42.3;1
4816;0.3153;20.0;37.3;42.3;1
4817;0.3152;20.1;37.3;42.3;1
4818;0.3148;20.0;37.3;42.2;1
4819;0.3144;20.0;37.3;42.2;1
4820;0.3151;20.0;37.3;42.1;1
4821;0.3142;20.0;37.3;42.1;1
4822;0.3142;20.0;37.3;42.1;1
4823;0.3129;20.0;37.3;42.1;1
4824;0.3132;20.0;37.3;42.1;1
4825;0.3107;20.0;37.4;42.0;1
4826;0.3114;20.0;37.3;42.0;1
4827;0.3099;20.0;37.3;41.9;1
4828;0.3086;20.0;37.3;41.9;1
4829;0.3076;20.0;37.2;41.8;1
4830;0.3083;20.0;37.2;41.8;1
4831;0.3083;20.0;37.2;41.8;1
4832;0.3095;20.0;37.2;41.7;1
4833;0.3099;19.9;37.2;41.7;1
4834;0.3079;19.9;37.2;41.6;1
4835;0.3065;19.9;37.2;41.6;1
4836;0.3062;19.9;37.2;41.6;1
4837;0.3049;19.9;37.3;41.6;1
4838;0.304;19.9;37.2;41.5;1
4839;0.3035;19.9;37.2;41.5;1
4840;0.3032;19.9;37.2;41.5;1
4841;0.3029;19.9;37.2;41.5;1
4842;0.3026;19.9;37.1;41.5;1
4843;0.3028;19.9;37.1;41.4;1
4844;0.3042;19.9;37.1;41.4;1
4845;0.3029;19.8;37.1;41.4;1
4846;0.3025;19.8;37.1;41.4;1
4847;0.3011;19.8;37.1;41.3;1
4848;0.3001;19.8;37.1;41.3;1
4849;0.3006;19.8;37.1;41.3;1
4850;0.3014;19.8;37.1;41.2;1
4851;0.3018;19.8;37.1;41.2;1
4852;0.3006;19.8;37.1;41.2;1
4853;0.3;19.8;37.1;41.2;1
4854;0.2992;19.8;37.1;41.1;1
4855;0.2998;19.8;37.1;41.2;1
4856;0.2974;19.8;37.1;41.1;1
4857;0.2975;19.8;37.1;41.1;1
4858;0.296;19.8;37.1;41.1;1
4859;0.2958;19.7;37.0;41.0;1
4860;0.2952;19.7;37.0;41.0;1
4861;0.2949;19.7;37.0;41.0;1
4862;0.2936;19.7;37.0;40.9;1
4863;0.2942;19.7;37.0;40.9;1
4864;0.295;19.7;37.0;40.8;1
4865;0.2946;19.6;37.0;40.8;1
4866;0.2929;19.6;37.0;40.8;1
4867;0.2918;19.6;37.0;40.8;1
4868;0.2923;19.6;37.0;40.8;1
4869;0.2917;19.6;37.0;40.6;1
4870;0.2919;19.7;36.9;40.6;1
4871;0.2926;19.7;36.9;40.5;1
4872;0.2912;19.6;36.8;40.6;1
4873;0.292;19.5;36.9;40.5;1
4874;0.2893;19.6;36.9;40.6;1
4875;0.2895;19.6;36.9;40.6;1
4876;0.29;19.5;36.8;40.5;1
4877;0.2873;19.5;36.7;40.5;1
4878;0.2893;19.4;36.7;40.5;1
4879;0.2889;19.4;36.8;40.4;1
4880;0.2874;19.4;36.8;40.4;1
4881;0.2882;19.4;36.8;40.3;1
4882;0.2881;19.4;36.8;40.3;1
4883;0.2885;19.4;36.7;40.1;1
4884;0.2875;19.4;36.8;40.1;1
4885;0.2866;19.4;36.7;40.1;1
4886;0.2862;19.4;36.7;40.2;1
4887;0.2843;19.4;36.7;40.0;1
4888;0.2851;19.4;36.7;40.2;1
4889;0.2855;19.4;36.6;39.9;1
4890;0.2858;19.4;36.6;39.9;1
4891;0.287;19.5;36.6;39.9;1
4892;0.2849;19.5;36.6;39.9;1
4893;0.2848;19.5;36.6;39.9;1
4894;0.2858;19.5;36.6;39.8;1
4895;0.2847;19.4;36.6;39.9;1
4896;0.2854;19.4;36.7;39.8;1
4897;0.2845;19.4;36.7;39.7;1
4898;0.2833;19.5;36.6;39.8;1
4899;0.2824;19.5;36.6;39.7;1
4900;0.281;19.5;36.6;39.7;1
4901;0.2819;19.5;36.6;39.7;1
4902;0.2812;19.5;36.5;39.6;1
4903;0.28;19.6;36.5;39.6;1
4904;0.2802;19.6;36.5;39.6;1
4905;0.2789;19.6;36.5;39.6;1
4906;0.2791;19.6;36.5;39.5;1
4907;0.2779;19.6;36.5;39.5;1
4908;0.2787;19.6;36.5;39.5;1
4909;0.2768;19.6;36.4;39.4;1
4910;0.2763;19.6;36.4;39.4;1
4911;0.2769;19.5;36.3;39.4;1
4912;0.2768;19.6;36.4;39.3;1
4913;0.2766;19.6;36.4;39.3;1
4914;0.2772;19.7;36.4;39.2;1
4915;0.2762;19.6;36.4;39.2;1
4916;0.2756;19.6;36.4;39.2;1
4917;0.2759;19.6;36.3;39.1;1
4918;0.2768;19.5;36.2;39.1;1
4919;0.2761;19.5;36.2;39.1;1
4920;0.2751;19.6;36.3;39.1;1
4921;0.2747;19.6;36.2;39.0;1
4922;0.275;19.6;36.3;39.0;1
4923;0.2734;19.5;36.3;39.0;1
4924;0.2738;19.5;36.3;39.0;1
4925;0.2739;19.6;36.3;39.0;1
4926;0.2758;19.5;36.2;39.0;1
4927;0.2735;19.5;36.3;38.9;1
4928;0.2741;19.5;36.2;38.9;1
4929;0.2728;19.5;36.3;38.9;1
4930;0.2726;19.5;36.3;38.8;1
4931;0.2725;19.6;36.3;38.8;1
4932;0.273;19.6;36.3;38.9;1
4933;0.2728;19.5;36.3;38.8;1
4934;0.2716;19.5;36.3;38.8;1
4935;0.2728;19.6;36.1;38.8;1
4936;0.2731;19.5;36.1;38.7;1
4937;0.2733;19.5;36.1;38.7;1
4938;0.2731;19.5;36.1;38.7;1
4939;0.272;19.4;36.0;38.7;1
4940;0.272;19.4;36.0;38.6;1
4941;0.2708;19.4;36.0;38.6;1
4942;0.2698;19.4;36.0;38.6;1
4943;0.2703;19.4;36.0;38.6;1
4944;0.269;19.3;35.9;38.5;1
4945;0.2696;19.4;36.1;38.6;1
4946;0.269;19.4;36.0;38.5;1
4947;0.2676;19.3;35.9;38.5;1
4948;0.2689;19.4;35.9;38.5;1
4949;0.2681;19.3;35.9;38.5;1
4950;0.2679;19.3;35.9;38.5;1
4951;0.2668;19.3;35.9;38.4;1
4952;0.2693;19.3;35.9;38.5;1
4953;0.266;19.4;35.9;38.4;1
4954;0.2666;19.3;35.9;38.3;1
4955;0.2651;19.3;35.9;38.4;1
4956;0.2653;19.3;35.8;38.3;1
4957;0.2667;19.3;35.8;38.3;1
4958;0.2654;19.3;35.8;38.3;1
4959;0.2659;19.3;35.8;38.3;1
4960;0.2652;19.3;35.8;38.2;1
4961;0.2651;19.2;35.8;38.2;1
4962;0.2658;19.3;35.8;38.2;1
4963;0.265;19.4;35.8;38.2;1
4964;0.2646;19.5;35.8;38.2;1
4965;0.2656;19.4;35.8;38.1;1
4966;0.2657;19.4;35.8;38.2;1
4967;0.2648;19.5;35.8;38.2;1
4968;0.2652;19.5;35.8;38.1;1
4969;0.2665;19.4;35.8;38.1;1
4970;0.2664;19.4;35.8;38.2;1
4971;0.2655;19.4;35.7;38.1;1
4972;0.2641;19.4;35.8;38.1;1
4973;0.266;19.4;35.8;38.0;1
4974;0.266;19.4;35.8;38.0;1
4975;0.2634;19.4;35.8;38.1;1
4976;0.2628;19.4;35.8;38.0;1
4977;0.2626;19.4;35.8;38.0;1
4978;0.2618;19.4;35.8;38.0;1
4979;0.2632;19.4;35.8;37.9;1
4980;0.2617;19.4;35.8;37.9;1
4981;0.2625;19.4;35.7;37.9;1
4982;0.2621;19.4;35.8;37.9;1
4983;0.2626;19.4;35.8;37.9;1
4984;0.2618;19.4;35.8;37.8;1
4985;0.2631;19.4;35.7;37.9;1
4986;0.2642;19.5;35.7;37.8;1
4987;0.2618;19.5;35.6;37.8;1
4988;0.2619;19.6;35.6;37.8;1
4989;0.2612;19.6;35.6;37.7;1
4990;0.2629;19.6;35.7;37.7;1
4991;0.2618;19.5;35.6;37.7;1
4992;0.2615;19.6;35.6;37.6;1
4993;0.2606;19.5;35.6;37.7;1
4994;0.2601;19.6;35.6;37.7;1
4995;0.26;19.6;35.6;37.7;1
4996;0.261;19.5;35.5;37.6;1
4997;0.2599;19.6;35.5;37.6;1
4998;0.2604;19.6;35.6;37.6;1
4999;0.2611;19.6;35.6;37.6;1
